company_email,company_name,company_id,instrument_type,regulatory_body,sector_name,security_name,status,symbol,website
murariraj.humagain@asianlife.com.np,Asian Life Insurance Co. Limited,385,Equity,Nepal Insurance Board,Life Insurance,Asian Life Insurance Co. Limited,A,ALICL,
kdbl@kdbl.com.np,Kasthamandap Development Bank Limited,388,Equity,Nepal Rastra Bank,Development Banks,Kasthamandap Development Bank Limited,D,KDBL,http://www.kdbl.com.np
info@sewabank.com.np,Sewa Bikas Bank Limited,389,Equity,Nepal Rastra Bank,Development Banks,Sewa Bikas Bank Limited,D,SEWA,
rajan@primelifenepal.com,Prime Life Insurance Company Limited,393,Equity,Nepal Insurance Board,Life Insurance,Prime Life Insurance Company Limited,A,PLIC,
info@mgbl.com.np,Nilgiri Bikas Bank Limited,394,Equity,Nepal Rastra Bank,Development Banks,Nilgiri Bikas Bank Limited,D,NGBL,
nerudeprasasan@gmail.com,Nerude Laghubita Bikas Bank Limited,396,Equity,Nepal Rastra Bank,Microfinance,Nerude Laghubita Bikas Bank Limited,A,NLBBL,
cs@adbl.gov.np,Agriculture Development Bank Limited,397,Equity,Nepal Rastra Bank,Commercial Banks,Agriculture Development Bank Limited,A,ADBL,
info@ombank.com.np,Om Development Bank Ltd.,398,Equity,Nepal Rastra Bank,Development Banks,Om Development Bank Ltd.,D,ODBL,http://www.ombank.com.np
som.pant@mahalaxmi.com.np,Mahalaxmi Bikas Bank Ltd.,401,Equity,Nepal Rastra Bank,Development Banks,Mahalaxmi Bikas Bank Ltd.,A,MLBL,http://www.yetibank.com
raju.rajchal@suryalife.com,Surya Life Insurance Company Limited,403,Equity,Nepal Insurance Board,Life Insurance,Surya Life Insurance Company Limited,A,SLICL,
edbl@wlink.com.np,Udhyam Bikas Bank Limited,405,Equity,Nepal Rastra Bank,Development Banks,Udhyam Bikas Bank Limited,D,UBBL,
info@alpinedevbank.com.np,Alpine Development Bank Limited,406,Equity,Nepal Rastra Bank,Development Banks,Alpine Development Bank Limited,D,ALDBL,http://www.alpinedevbank.com.np
sdfcl@wlink.com.np,Suryadarshan Finance Company Limited,407,Equity,Nepal Rastra Bank,Finance,Suryadarshan Finance Company Limited,D,SDFL,http://www.sdfinance.com.np
info@zenith.com.np,Zenith Finance Limited,408,Equity,Nepal Rastra Bank,Finance,Zenith Finance Limited,D,ZFL,
info@smfcl.com.np,Swastik Merchant Finance Co. Ltd.,409,Equity,Nepal Rastra Bank,Finance,Swastik Merchant Finance Co. Ltd.,D,SMF,http://www.smfcl.com.np
subhalaxmi@wsn.com.np,Subha Laxmi Finance Co. Ltd.,411,Equity,Nepal Rastra Bank,Finance,Subha Laxmi Finance Co. Ltd.,D,SLFL,http://www.shubhalaxmifinance.com.np
info@gsdbl.com.np,Gaurishankar Development Bank Ltd.,412,Equity,Nepal Rastra Bank,Development Banks,Gaurishankar Development Bank Ltd.,D,GSDBL,
unique@uniquefinance.com.np,Unique Finance Ltd.,413,Equity,Nepal Rastra Bank,Finance,Unique Finance Ltd.,D,UFIL,
diyalobank@gmail.com,Professional Diyalo Bikas Bank Ltd.,414,Equity,Nepal Rastra Bank,Development Banks,Professional Diyalo Bikas Bank Ltd.,D,PRDBL,http://www.diyalobank.com.np
info@seti.com.np,Seti Finance Limited,416,Equity,Nepal Rastra Bank,Finance,Seti Finance Limited,D,SETI,
info@garimabank.com.np,Garima Bikas Bank Limited,417,Equity,Nepal Rastra Bank,Development Banks,Garima Bikas Bank Limited,A,GBBL,
krishna.oasti@jbbl.com.np,Jyoti Bikas Bank Limited,418,Equity,Nepal Rastra Bank,Development Banks,Jyoti Bikas Bank Limited,A,JBBL,
kbbl@kankaibank.com.np,Kankai Bikas Bank Ltd.,419,Equity,Nepal Rastra Bank,Development Banks,Kankai Bikas Bank Ltd.,D,KNBL,
chhabindra@gandakibank.com.np,Gandaki Bikas Bank Limited,420,Equity,Nepal Rastra Bank,Development Banks,Gandaki Bikas Bank Limited,D,GDBL,
bikram.malla@hathwayfinance.com,Hathway Finance Company Limited,421,Equity,Nepal Rastra Bank,Finance,Hathway Finance Company Limited,D,HATH,
kumar.khadka@kabelibank.com,Kabeli Bikas Bank Limited,427,Equity,Nepal Rastra Bank,Development Banks,Kabeli Bikas Bank Limited,D,KEBL,
 sniraaz@kdblnepal.com,Karnali Development Bank Limited,428,Equity,Nepal Rastra Bank,Development Banks,Karnali Development Bank Limited,A,KRBL,
info@hfl.com.np,Himalayan Finance Limited (Bittiya Sanstha),441,Equity,Nepal Rastra Bank,Finance,Himalayan Finance Limited (Bittiya Sanstha),S,HFL,
reporting@tinaubank.com,Tinau Development Bank Limited,442,Equity,Nepal Rastra Bank,Development Banks,Tinau Development Bank Limited,D,TNBL,
nabin@aranikobank.com,Araniko Development Bank Limited,443,Equity,Nepal Rastra Bank,Development Banks,Araniko Development Bank Limited,D,ARDBL,
info@valley.com.np,Valley Finance Limited,444,Equity,Nepal Rastra Bank,Finance,Valley Finance Limited,D,VFL,
wdbldang@yahoo.com,Western Development Bank Limited,445,Equity,Nepal Rastra Bank,Development Banks,Western Development Bank Limited,D,WDBL,http://www.wdbldang.com.np
info@prbl.com.np,Professional Bikas Bank Ltd.,446,Equity,Nepal Rastra Bank,Development Banks,Professional Bikas Bank Ltd.,D,PRBL,
balmukunda@guranslife.com,Gurans Life Insurance Company Ltd.,447,Equity,Nepal Insurance Board,Life Insurance,Gurans Life Insurance Company Ltd.,A,GLICL,
info@cdbank.com.np,Country Development Bank Ltd.,448,Equity,Nepal Rastra Bank,Development Banks,Country Development Bank Ltd.,D,CNDBL,http://www.cdbank.com.np
info@corporatebank.com.np,Corporate Development Bank Limited,450,Equity,Nepal Rastra Bank,Development Banks,Corporate Development Bank Limited,A,CORBL,
shailesh@purnimabank.com,Purnima Bikas Bank Ltd.,451,Equity,Nepal Rastra Bank,Development Banks,Purnima Bikas Bank Ltd.,D,PURBL,
hari.lamsal@kamanasewabank.com,Kamana Sewa Bikas Bank Limited,459,Equity,Nepal Rastra Bank,Development Banks,Kamana Sewa Bikas Bank Limited,A,KSBBL,
rdbl@ntc.net.np,Rara Bikas Bank Limited,460,Equity,Nepal Rastra Bank,Development Banks,Rara Bikas Bank Limited,D,RARA,
info@hamafinance.com.np,Hama Merchant & Finance Ltd.,470,Equity,Nepal Rastra Bank,Finance,Hama Merchant & Finance Ltd.,D,HAMA,
jha555p@gmail.com,Multipurpose Finance Company  Limited,471,Equity,Nepal Rastra Bank,Finance,Multipurpose Finance Company  Limited,A,MPFL,
info@shangrilabank.com,Shangrila Development Bank Ltd.,472,Equity,Nepal Rastra Bank,Development Banks,Shangrila Development Bank Ltd.,A,SADBL,
info@srdb.com.np,Shine Resunga Development Bank Ltd.,473,Equity,Nepal Rastra Bank,Development Banks,Shine Resunga Development Bank Ltd.,A,SHINE,
info@muktinathbank.com.np,Muktinath Bikas Bank Ltd.,474,Equity,Nepal Rastra Bank,Development Banks,Muktinath Bikas Bank Ltd.,A,MNBBL,
prjoshi@bhargavbank.com.np,Bhargav Bikash Bank Ltd.,487,Equity,Nepal Rastra Bank,Development Banks,Bhargav Bikash Bank Ltd.,D,BHBL,
bagmatibank@info.com,Bagmati Development Bank Ltd.,489,Equity,Nepal Rastra Bank,Development Banks,Bagmati Development Bank Ltd.,D,BGDBL,
danaraj@fmdb.com.np,First Micro Finance Development Bank Ltd.,490,Equity,Nepal Rastra Bank,Microfinance,First Micro Finance Development Bank Ltd.,A,FMDBL,
bishwa.subedi@janatabank.com.np,Janata Bank Nepal Ltd.,496,Equity,Nepal Rastra Bank,Commercial Banks,Janata Bank Nepal Ltd.,D,JBNL,http://www.janatabank.com.np
banksummit@yahoo.com,Summit Micro Finance Development Bank Ltd.,502,Equity,Nepal Rastra Bank,Microfinance,Summit Laghubitta Bittiya Sanstha Limited,A,SMFDB,
info@tdbl.com.np,Tourism Development Bank Limited,503,Equity,Nepal Rastra Bank,Development Banks,Tourism Development Bank Limited,D,TDBL,http://www.tdbl.com.np
info@gulmi.com.np,Gulmi Bikas Bank Ltd.,504,Equity,Nepal Rastra Bank,Development Banks,Gulmi Bikas Bank Ltd.,D,GULMI,
biruram@kanchanbank.com.np,Kanchan Development Bank Limited,505,Equity,Nepal Rastra Bank,Development Banks,Kanchan Development Bank Limited,D,KADBL,
info@cndbl.com.np,Nepal Consumer Development Bank Ltd.,506,Equity,Nepal Rastra Bank,Development Banks,Nepal Consumer Development Bank Ltd.,D,NCDBL,
info@pcific.com.np,Pacific Development Bank Limited,512,Equity,Nepal Rastra Bank,Development Banks,Pacific Development Bank Limited,D,PADBL,
info@metrodevbank.com.np,Metro Development Bank Limited,513,Equity,Nepal Rastra Bank,Development Banks,Metro Development Bank Limited,D,METRO,
info@risingbank.com,Rising Development Bank Ltd.,514,Equity,Nepal Rastra Bank,Development Banks,Rising Development Bank Ltd.,D,RDBL,
info@manjushreefinance.com.np,Manjushree Finance Ltd.,516,Equity,Nepal Rastra Bank,Finance,Manjushree Finance Ltd.,A,MFIL,
suresh.ghimire@nbl.com.np,Nepal Bank Limited,517,Equity,Nepal Rastra Bank,Commercial Banks,Nepal Bank Limited,A,NBL,
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,526,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Investment Growth Scheme-1,D,SIGS1,
info@indb.com,Innovative Development Bank Ltd.,529,Equity,Nepal Rastra Bank,Development Banks,Innovative Development Bank Ltd.,D,INDB,
info@kbbl.com,Kakre Bihar Bikash Bank Ltd,531,Equity,Nepal Rastra Bank,Development Banks,Kakre Bihar Bikash Bank Ltd,D,KKBL,
hirakaji.basnet@civilbank.com.np,Civil Bank Ltd,532,Equity,Nepal Rastra Bank,Commercial Banks,Civil Bank Ltd,A,CBL,
civic@gmail.com,Civic Development Bank Ltd,533,Equity,Nepal Rastra Bank,Development Banks,Civic Development Bank Ltd,D,CIVIC,
bright@gmail.com,Bright Development Bank Ltd,535,Equity,Nepal Rastra Bank,Development Banks,Bright Development Bank Ltd,D,BRTBL,
info@internationalbank.com.np,International Development Bank Ltd,536,Equity,Nepal Rastra Bank,Development Banks,International Development Bank Ltd,D,INDBL,
info@khdbl.com,Khandbari Development Bank Ltd,537,Equity,Nepal Rastra Bank,Development Banks,Khandbari Development Bank Ltd,D,KHDBL,
prakash.basukala@nabilbank.com,Nabil Bank Limited,538,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Nabil Balance Fund 1,D,NBF1,
info@ctbnl.com,Commerz and Trust Bank Nepal Ltd.,539,Equity,Nepal Rastra Bank,Commercial Banks,Commerz and Trust Bank Nepal Ltd.,D,CTBNL,http://www.ctbanknepal.com
info@slbbl.com,Swarojgar Laghu Bitta Bikas Bank Ltd.,545,Equity,Nepal Rastra Bank,Microfinance,Swarojgar Laghu Bitta Bikas Bank Ltd.,A,SLBBL,
manoj.shrestha@nlgi.com.np,NLG Insurance Company Ltd.,559,Equity,Nepal Insurance Board,Non Life Insurance,NLG Insurance Company Ltd.,A,NLG,
info@sindhubank.com.np,Sindhu Bikash Bank Ltd,561,Equity,Nepal Rastra Bank,Development Banks,Sindhu Bikash Bank Ltd,A,SINDU,
tulsi.pokharel@megabank.com.np,Mega  Bank Nepal Ltd.,562,Equity,Nepal Rastra Bank,Commercial Banks,Mega  Bank Nepal Ltd.,A,MEGA,
info@jhimruk.com,Jhimruk Bikas Bank Ltd.,563,Equity,Nepal Rastra Bank,Development Banks,Jhimruk Bikas Bank Ltd.,D,JHBL,
bishnuzi@missionbanknepal.com.np,Mission Development Bank Ltd.,570,Equity,Nepal Rastra Bank,Development Banks,Mission Development Bank Ltd.,D,MIDBL,
info@nbsl.com.np,Namaste Bittiya Sanstha Ltd.,571,Equity,Nepal Rastra Bank,Finance,Namaste Bittiya Sanstha Ltd.,D,NBSL,
gaumukhi.bijuwar@gmail.com,Gaumukhee Bikas Bank Ltd.,572,Equity,Nepal Rastra Bank,Development Banks,Gaumukhee Bikas Bank Ltd.,D,GABL,
info@skbbl.com.np,Sana Kisan Bikas Bank Ltd,574,Equity,Nepal Rastra Bank,Microfinance,Sana Kisan Bikas Bank Ltd,A,SKBBL,http://www.skbbl.com.np
rmdc@wlink.com.np,RMDC Laghubitta Bittiya Sanstha Ltd.,575,Equity,Nepal Rastra Bank,Microfinance,RMDC Laghubitta Bittiya Sanstha Ltd.,A,RMDC,http://www.rmdcnepalc.com
paras.kandel@hamrobank.com,Hamro Bikas Bank Ltd.,576,Equity,Nepal Rastra Bank,Development Banks,Hamro Bikas Bank Ltd.,D,HAMRO,http://www.hamrobank.com
jln@jebils.com,Jebils Finance Ltd.,577,Equity,Nepal Rastra Bank,Finance,Jebils Finance Ltd.,D,JEFL,http://www.jebil.com
info@grameenbanknepal.com,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,583,Equity,Nepal Rastra Bank,Microfinance,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,A,GBLBS,http://www.grameenbanknepal.com
samaj@reliancenepal.com.np,Reliance Finance Ltd.,587,Equity,Nepal Rastra Bank,Finance,Reliance Finance Ltd.,A,RLFL,
info@manaslu.com,Manaslu Bikas Bank Ltd.,588,Equity,Nepal Rastra Bank,Development Banks,Manaslu Bikas Bank Ltd.,D,MSBBL,
jayanta@sanimahydro.com,Sanima Mai Hydropower Ltd.,591,Equity,Nepal Hydropower Board,Hydro Power,Sanima Mai Hydropower Ltd.,A,SHPC,
nimdilen@gmail.com,Sarathi Nepal Laghubitta Bittiya Sanstha Limited,592,Equity,Nepal Rastra Bank,Microfinance,Sarathi Nepal Laghubitta Bittiya Sanstha Limited,A,SNLB,
info@kalikabank.com.np,Kalika Microcredit Development Bank Ltd.,593,Equity,Nepal Rastra Bank,Microfinance,Kalika Microcredit Development Bank Ltd.,A,KMCDB,
binodrajthapa@yahoo.com,Matribhumi Development Bank Ltd.,595,Equity,Nepal Rastra Bank,Development Banks,Matribhumi Development Bank Ltd.,D,MTBL,
bhakta.khadka@ncdbank.com,Nepal Community Development Bank Ltd.,598,Equity,Nepal Rastra Bank,Development Banks,Nepal Community Development Bank Ltd.,D,NCDB,http://www.ncdbank.com
info@cosmosbank.com.np,Cosmos Development Bank Ltd.,600,Equity,Nepal Rastra Bank,Development Banks,Cosmos Development Bank Ltd.,D,CSDBL,
mlboperationdepart@gmail.com,Mithila LaghuBitta Bittiya Sanstha Limited,601,Equity,Nepal Rastra Bank,Microfinance,Mithila LaghuBitta Bittiya Sanstha Limited,A,MLBBL,http://www.mldbank.com.np
nagbeli.nagbeli@gmail.com,NagBeli LaghuBitta Bikas Bank Ltd.,602,Equity,Nepal Rastra Bank,Microfinance,NagBeli LaghuBitta Bikas Bank Ltd.,D,NBBL,
Tulsi.Bhattarai@centurybank.com.np,Century Commercial Bank Ltd.,605,Equity,Nepal Rastra Bank,Commercial Banks,Century Commercial Bank Ltd.,A,CCBL,
info@taragaon.com,Taragaon Regency Hotel Limited,608,Preference Shares,Ministry of Tourism,Hotels And Tourism,Taragaon Regency Hotels Ltd. Preference Share,D,TRHPR,
alok.kc4@gmail.com,Ridi Hydropower Development Company Ltd.,610,Equity,Nepal Hydropower Board,Hydro Power,Ridi Hydropower Development Company Ltd.,A,RHPC,
info@mmdbank.com,Mount Makalu Development Bank Ltd.,614,Equity,Nepal Rastra Bank,Development Banks,Mount Makalu Development Bank Ltd.,D,MMDBL,
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,616,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Equity Orineted Scheme,S,SEOS,
info@ekatabank.com.np,Ekata Bikas Bank Ltd.,617,Equity,Nepal Rastra Bank,Development Banks,Ekata Bikas Bank Ltd.,D,EKBL,http://www.ekatabank.com.np
prakash.sharma@laxmilaghu.com.np,Laxmi Laghubitta Bittiya Sanstha Ltd.,618,Equity,Nepal Rastra Bank,Microfinance,Laxmi Laghubitta Bittiya Sanstha Ltd.,A,LLBS,
info@sahara.com,Sahara Bikas Bank Ltd.,625,Equity,Nepal Rastra Bank,Development Banks,Sahara Bikas Bank Ltd.,S,SHBL,
info@kdevbank.com,Kalinchowk Development Bank Ltd.,627,Equity,Nepal Rastra Bank,Development Banks,Kalinchowk Development Bank Ltd.,D,KCDBL,
pramod.dahal@nmb.com.np,NMB Bank Limited,629,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NMB Sulav Investment Fund-1,D,NMBSF1,http://www.nmb.com.np
deepa@nibl.com.np,Nepal Investment Bank Limited,636,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIBL Samriddhi Fund 1,A,NIBSF1,http://www.nibl.com.np
piyush.aryal@laxmibank.com,Laxmi Bank Limited,674,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Laxmi Value Fund-1,D,LVF1,
raptibherimis@yahoo.com,Raptibheri Bikas Bank Ltd.,679,Equity,Nepal Rastra Bank,Development Banks,Raptibheri Bikas Bank Ltd.,D,RBBBL,
info@bktfinance.com,Bhaktapur Finance Co. Ltd.,680,Equity,Nepal Rastra Bank,Finance,Bhaktapur Finance Co. Ltd.,D,BFCL,
info@mirmirebank.com.np,Mirmire Microfinance Development Bank Ltd.,682,Equity,Nepal Rastra Bank,Microfinance,Mirmire Microfinance Development Bank Ltd.,A,MMFDB,http://www.mirmirebank.com.np
barunhydro@gmail.com,Barun Hydropower Co. Ltd.,686,Equity,Nepal Hydropower Board,Hydro Power,Barun Hydropower Co. Ltd.,A,BARUN,
nsapkota@vlbs.com.np,Vijaya laghubitta Bittiya Sanstha Ltd.,687,Equity,Nepal Rastra Bank,Microfinance,Vijaya laghubitta Bittiya Sanstha Ltd.,A,VLBS,
mahilasahayatra@gmail.com,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,691,Equity,Nepal Rastra Bank,Microfinance,Mahila Sahayatra Microfinance Bittiya Sanstha Ltd.,S,MSMBS,
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,692,Mutual Funds,Nepal Rastra Bank,Commercial Banks,7.5% sbl debenture,D,SBLD78,
binod.acharya@civillaghubitta.com.np,Civil Laghubitta Bittiya Sanstha Ltd.,693,Equity,Nepal Rastra Bank,Microfinance,Civil Laghubitta Bittiya Sanstha Ltd.,A,CLBSL,http://www.ilfcomicro.com.np
nrnmfiho@gmail.com,Kisan Lagubitta Bittiya Sanstha Limited,694,Equity,Nepal Rastra Bank,Microfinance,Kisan Lagubitta Bittiya Sanstha Limited,A,KLBSL,
info@jucbank.com.np,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,695,Equity,Nepal Rastra Bank,Microfinance,Janautthan Samudayic Laghubitta Bikas Bank Ltd.,A,JSLBB,
srijanadangal@gmail.com,Api Power Company Ltd.,697,Equity,Nepal Hydropower Board,Hydro Power,Api Power Company Ltd.,A,API,
govinda.banstola@nmbmicrofinance.com,NMB  Microfinance Bittiya Sanstha Ltd.,704,Equity,Nepal Rastra Bank,Microfinance,NMB  Microfinance Bittiya Sanstha Ltd.,A,NMBMF,http://www.cleanvillage.com.np
kiran.rmfi@gmail.com,Global IME Laghubitta Bittiya Sanstha Ltd.,705,Equity,Nepal Rastra Bank,Microfinance,Global IME Laghubitta Bittiya Sanstha Ltd.,A,GILB,http://www.reliablebank.com.np
womimf@gmail.com,Womi Microfinance Bittiya Sanstha Ltd.,706,Equity,Nepal Rastra Bank,Microfinance,Womi Microfinance Bittiya Sanstha Ltd.,A,WOMI,
devi@skdbl.com.np,Saptakoshi Development Bank Ltd.,1733,Equity,Nepal Rastra Bank,Development Banks,Saptakoshi Development Bank Ltd.,D,SKDBL,http://www.skdbl.com.np
info@sajhabank.com.np,Sajha Bikas Bank Ltd.,1735,Equity,Nepal Rastra Bank,Development Banks,Sajha Bikas Bank Ltd.,D,SAJHA,http://www.sajhabank.com.np
bishnu.baskota@gibl.com.np,Global IME Bank Limited,1740,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Global IME Samunnat Scheme-1,A,GIMES1,http://www.globalimebank.com
meromicrofinance@gmail.com,Mero Microfinance Bittiya Sanstha Ltd.,1741,Equity,Nepal Rastra Bank,Microfinance,Mero Microfinance Bittiya Sanstha Ltd.,A,MERO,
hidcl1300@gmail.com,Hydorelectricity Investment and Development Company Ltd,2742,Equity,Nepal Rastra Bank,Investment,Hydorelectricity Investment and Development Company Ltd,A,HIDCL,
nyadigroup06@gmail.com,Ngadi Group Power Ltd.,2743,Equity,Nepal Hydropower Board,Hydro Power,Ngadi Group Power Ltd.,A,NGPL,
info@greenbank.com.np,Green Development Bank Ltd.,2744,Equity,Nepal Rastra Bank,Development Banks,Green Development Bank Ltd.,A,GRDBL,
nationalrcrupakheti@gmail.com,National Microfinance Bittiya Sanstha Ltd.,2746,Equity,Nepal Rastra Bank,Microfinance,National Microfinance Bittiya Sanstha Ltd.,A,NMFBS,http://www.nationalmicrofinance.com.np
info@rsdcmf.com,RSDC Laghubitta Bittiya Sanstha Ltd.,2748,Equity,Nepal Rastra Bank,Microfinance,RSDC Laghubitta Bittiya Sanstha Ltd.,A,RSDC,
suryodayalaghubitta@gmail.com,Suryodaya Laghubitta Bittiya Sanstha Ltd.,2750,Equity,Nepal Rastra Bank,Microfinance,Suryodaya Laghubitta Bittiya Sanstha Ltd.,A,SLBS,
khanikhola.hpc@gmail.com,Khanikhola Hydropower Co. Ltd.,2751,Equity,Nepal Hydropower Board,Hydro Power,Khanikhola Hydropower Co. Ltd.,A,KKHC,
pramod.dahal@nmb.com.np,NMB Bank Limited,2752,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NMB Hybrid Fund L-1,A,NMBHF1,http://www.nmb.com.np
prakash.basukala@nabilbank.com,Nabil Bank Limited,2753,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Nabil Equity Fund,A,NEF,
dibyashwarihydropower@gmail.com,Dibyashwori Hydropower Ltd.,2754,Equity,Nepal Hydropower Board,Hydro Power,Dibyashwori Hydropower Ltd.,A,DHPL,
deepa@nibl.com.np,Nepal Investment Bank Limited,2755,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIBL Pragati Fund,A,NIBLPF,http://www.nibl.com.np
info@arunkabeli.com,Arun Kabeli Power Ltd.,2757,Equity,Nepal Hydropower Board,Hydro Power,Arun Kabeli Power Ltd.,A,AKPL,
krishna@forward.org.np,Forward Community Microfinance Bittiya Sanstha Ltd.,2758,Equity,Nepal Rastra Bank,Microfinance,Forward Community Microfinance Bittiya Sanstha Ltd.,A,FOWAD,
synergy@gmail.com,Synergy Power Development Ltd.,2759,Equity,Nepal Hydropower Board,Hydro Power,Synergy Power Development Ltd.,A,SPDL,
navaraj.advocate@gmail.com,United Modi Hydropower Ltd.,2760,Equity,Nepal Hydropower Board,Hydro Power,United Modi Hydropower Ltd.,A,UMHL,
samata@samata.org.np,Samata Gharelu Laghubitta Bittiya Sanstha Limited,2761,Equity,Nepal Rastra Bank,Microfinance,Samata Gharelu Laghubitta Bittiya Sanstha Limited,A,SMATA,
audit@swadeshibank.com,Swadeshi Laghubitta Bittiya Sanstha Ltd.,2764,Equity,Nepal Rastra Bank,Microfinance,Swadeshi Laghubitta Bittiya Sanstha Ltd.,D,SDESI,
piyush.aryal@laxmibank.com,Laxmi Bank Limited,2765,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Laxmi Equity Fund,A,LEMF,
info@chpl.com.np,Chhyangdi Hydropower Ltd.,2766,Equity,Nepal Hydropower Board,Hydro Power,Chhyangdi Hydropower Ltd.,A,CHL,
hpphydro.binaya@gmail.com,Himalayan Power Partner Ltd.,2767,Equity,Nepal Hydropower Board,Hydro Power,Himalayan Power Partner Ltd.,A,HPPL,http://www.hpp.com.np
saroj.singh@mslbsl.com.np,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,2768,Equity,Nepal Rastra Bank,Microfinance,Mahuli Samudayik Laghubitta Bittiya Sanstha Ltd.,A,MSLB,
info@charnawathihydro.com,Nepal Hydro Developers Ltd.,2769,Equity,Nepal Hydropower Board,Hydro Power,Nepal Hydro Developers Ltd.,A,NHDL,
laxman.ghimire@sbl.com.np,Siddhartha Bank Limited,2770,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Siddhartha Equity Fund,A,SEF,
smicrofinance@gmail.com,Support Microfinance Bittiya Sanstha Ltd.,2771,Equity,Nepal Rastra Bank,Microfinance,Support Microfinance Bittiya Sanstha Ltd.,A,SMB,
RUDRA@sanimabank.com,Sanima Bank Limited,2773,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Sanima Equity Fund,A,SAEF,
prem.pathak@unnatimfi.com.np,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,2774,Equity,Nepal Rastra Bank,Microfinance,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,A,USLB,http://www.unnatimfi.com.np
info@radhibidyut.com.np,Radhi Bidyut Company Ltd,2776,Equity,Nepal Hydropower Board,Hydro Power,Radhi Bidyut Company Ltd,A,RADHI,
aarambhamicrofinance@gmail.com,Arambha Microfinance Bittiya Sanstha Ltd.,2777,Equity,Nepal Rastra Bank,Microfinance,Arambha Microfinance Bittiya Sanstha Ltd.,D,AMFI,http://www.aarambhamf.com.np
suraj.shrestha3508@nicasiabank.com,NIC Asia Bank Ltd.,2779,Mutual Funds,Nepal Rastra Bank,Commercial Banks,NIC Asia Growth Fund,A,NICGF,
rajendra.shrestha@ctznbank.com,Citizen Bank International Limited,2780,Mutual Funds,Nepal Rastra Bank,Commercial Banks,Citizens Mutual Fund -1,A,CMF1,
nepalseva@gmail.com,Nepal Seva Laghubitta Bittiya Sanstha Ltd.,2781,Equity,Nepal Rastra Bank,Microfinance,Nepal Seva Laghubitta Bittiya Sanstha Ltd.,S,NSEWA,
sayikanepal@gmail.com,Rairang Hydropower Development Company Ltd.,2783,Equity,Nepal Hydropower Board,Hydro Power,Rairang Hydropower Development Company Ltd.,A,RRHP,http://www.ridihydro.com.np
nadeplaghubitta@gmail.com,Nadep Laghubittiya bittya Sanstha Ltd.,2784,Equity,Nepal Rastra Bank,Microfinance,Nadep Laghubittiya bittya Sanstha Ltd.,S,NADEP,
panchakanyamai@gmail.com,Panchakanya Mai Hydropower Ltd,2786,Equity,Nepal Hydropower Board,Hydro Power,Panchakanya Mai Hydropower Ltd,A,PMHPL,
prabinthapaliya143@gmail.com,Kalika power Company Ltd,2787,Equity,Nepal Hydropower Board,Hydro Power,Kalika power Company Ltd,A,KPCL,
info@aankhukholahydro.com.np,Ankhu Khola Jalvidhyut Company Limited,2788,Equity,Nepal Hydropower Board,Hydro Power,Ankhu Khola Jalvidhyut Company Ltd,A,AKJCL,www.aankhukholahydropower.com.np
info@joshihydropower.com,Joshi Hydropower Development Company Ltd,2789,Equity,Nepal Hydropower Board,Hydro Power,Joshi Hydropower Development Company Ltd,A,JOSHI,www.joshihydropower.com
ceo.aarambhachautari@gmail.com,Aarambha Chautari Laghubitta Bittya Sanstha Limited,2790,Equity,Nepal Rastra Bank,Microfinance,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,A,ACLBSL,www.chautarimfb.com
neautp@mos.com.np,Upper Tamakoshi Hydropower Ltd,2792,Equity,Nepal Hydropower Board,Hydro Power,Upper Tamakoshi Hydropower Ltd,A,UPPER,www.tamakhosihydro.org.np
samudayikbank@gmail.com,Samudayik Laghubitta Bittiya Sanstha Limited,2804,Equity,Nepal Rastra Bank,Microfinance,Samudayik Laghubitta Bittiya Sanstha Limited,A,SLBSL,www.samudayikbank.com.np
relinarenergy@gmail.com,Ghalemdi Hydro Limited,2806,Equity,Nepal Hydropower Board,Hydro Power,Ghalemdi Hydro Limited,A,GHL,www.ghalemdihydro.com
